category,phenotype,phe_code,"all_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)","new_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)"
circulatory system,Disease of capillaries,448.0,"[448.0, 474.0, 525217.0, 0.1080346571083934, 0.0279897754755337, 0.4169910954352008, 805.8018187646958]","[448.0, 474.0, 524179.0, 0.108139075935749, 0.02801957668582, 0.4173531911406696, 802.5192115026903]"
circulatory system,Noninfectious disorders of lymphatic channels,450.0,"[450.0, 5584.0, 524889.0, 2.904222461386723, 1.895136297151762, 4.450607651755467, 1018368.9296557688]","[450.0, 5584.0, 515582.0, 2.9573766596096003, 1.929713311771215, 4.532319206927129, 1555245.9243741082]"
circulatory system,Phlebitis and thrombophlebitis,451.0,"[451.0, 880.0, 525203.0, 16.681621217968537, 6.856472563305034, 40.5859549338939, 1815049947.3859472]","[451.0, 880.0, 521500.0, 16.86591260339059, 6.930874041196015, 41.04229946388152, 2099506621.988253]"
circulatory system,Phlebitis and thrombophlebitis of lower extremities,451.2,"[451.2, 140.0, 525282.0, 0.0254653086407433, 8.149977724633632e-05, 7.956855418245584, 4.75166182409962]","[451.2, 140.0, 516012.0, 0.0260069676164137, 8.30041782316047e-05, 8.148533953483122, 4.688238862967671]"
circulatory system,Other venous embolism and thrombosis,452.0,"[452.0, 4356.0, 524980.0, 5.260170772896444, 3.277339335050045, 8.442640120941721, 163923585387.66183]","[452.0, 4356.0, 513878.0, 5.428277470049731, 3.382127222541281, 8.712326400811452, 413115851074.2746]"
circulatory system,Varicose veins,454.0,"[454.0, 356.0, 525217.0, 0.9898439128753604, 0.3327098350646929, 2.944881300746313, 1.014858458914751]","[454.0, 356.0, 512105.0, 1.006243787140523, 0.3382869351648243, 2.993099803471767, 1.0090096882168458]"
circulatory system,Chronic venous insufficiency [CVI],456.0,"[456.0, 4494.0, 524540.0, 2.5442028717496736, 1.8614282103688289, 3.477420303701486, 212554427.55664137]","[456.0, 4494.0, 506770.0, 2.627714143817718, 1.922429584204033, 3.5917474836814867, 729550114.5076671]"
circulatory system,Orthostatic hypotension,458.1,"[458.1, 4693.0, 524939.0, 345.57969757005674, 206.5979011462548, 578.056827828412, 1.3641679426712359e+109]","[458.1, 4693.0, 512874.0, 357.550328945847, 213.7493540875455, 598.0941475824201, 2.4318697943322455e+110]"
circulatory system,Iatrogenic hypotension,458.2,"[458.2, 196.0, 525269.0, 394.1504873297918, 39.77107994817179, 3906.2204713768097, 3060834.5205045235]","[458.2, 196.0, 523881.0, 394.909674552378, 39.85033977344322, 3913.483597422038, 3090008.489058017]"
circulatory system,Hypotension NOS,458.9,"[458.9, 14691.0, 524421.0, 753.6044241682288, 529.5313662577822, 1072.494783716849, 4.726635801178331e+295]","[458.9, 14691.0, 489223.0, 855.330155728794, 600.7754562355395, 1217.742282421432, 2.2525668685404092e+306]"
circulatory system,Other disorders of circulatory system,459.0,"[459.0, 4105.0, 524993.0, 3.146769261133685, 1.9188020426107169, 5.160593204988978, 179530.1010295222]","[459.0, 4105.0, 518359.0, 3.242461955562327, 1.977113764455912, 5.317630033374599, 317155.2512836044]"
circulatory system,Hemorrhage NOS,459.1,"[459.1, 1997.0, 524970.0, 1.418345194834627, 0.8603306028639155, 2.338290751269116, 5.860528283493233]","[459.1, 1997.0, 503583.0, 1.5152186591376329, 0.9186504856520792, 2.499195962835824, 9.652234093813519]"
circulatory system,Circulatory disease NEC,459.9,"[459.9, 1082.0, 525191.0, 2.070648135714855, 0.8538925551685995, 5.021221552977271, 9.320280878496588]","[459.9, 1082.0, 501649.0, 2.2249250558218203, 0.9172182805309224, 5.3970702602637886, 13.00045981399583]"
congenital anomalies,Cardiac and circulatory congenital anomalies,747.0,"[747.0, 1222.0, 525127.0, 0.7133826550485813, 0.3381851262939591, 1.5048409079996068, 2.66546211606848]","[747.0, 1222.0, 523575.0, 0.7140436327685545, 0.3385335926944023, 1.506078925400968, 2.6566495356048128]"
congenital anomalies,Cardiac congenital anomalies,747.1,"[747.1, 9439.0, 524023.0, 1.0025598547917256, 0.7755247254105894, 1.296059596175812, 1.015815681063622]","[747.1, 9439.0, 511571.0, 1.0227752905046028, 0.7911844887824775, 1.3221559695596778, 1.158071253252874]"
congenital anomalies,Cardiac shunt/ heart septal defect,747.11,"[747.11, 46527.0, 521178.0, 0.3878886291388113, 0.3322322436818, 0.4528687130057403, 2.32526956807828e+32]","[747.11, 46527.0, 503781.0, 0.4009926108468508, 0.3434586918218434, 0.4681642298841004, 1.6006136463019715e+30]"
congenital anomalies,Valvular heart disease/ heart chambers,747.12,"[747.12, 19944.0, 523441.0, 0.5245402042026066, 0.4189905720799083, 0.6566792767175632, 55093082.876545124]","[747.12, 19944.0, 510699.0, 0.535274594914165, 0.427565144070689, 0.6701175152695642, 20083200.56134357]"
congenital anomalies,Congenital anomalies of great vessels,747.13,"[747.13, 38936.0, 520381.0, 1.126351497562561, 0.9897967507053188, 1.281745666630432, 14.052155134540113]","[747.13, 38936.0, 495772.0, 1.1702172345608282, 1.0285087987911885, 1.3314503266016442, 58.836822857503826]"
congenital anomalies,Congenital anomalies of peripheral vascular system,747.2,"[747.2, 2534.0, 524920.0, 0.2920040281777042, 0.1712687757866562, 0.4978511236526783, 163320.61155539192]","[747.2, 2534.0, 521058.0, 0.292959272226749, 0.1718406759596305, 0.4994459821828726, 154745.7712158684]"
congenital anomalies,"Anomalies of respiratory system, congenital",748.0,"[748.0, 1415.0, 525101.0, 1.442200054262055, 0.7510526598007065, 2.769367725913375, 3.6853872337547235]","[748.0, 1415.0, 522318.0, 1.4518168005077388, 0.7558863184666297, 2.7884775405279147, 3.8036233811422693]"
congenital anomalies,Congenital anomalies of face and neck,749.0,"[749.0, 789.0, 525169.0, 0.5747452860328377, 0.2382380037791012, 1.386563598489763, 4.592824027453512]","[749.0, 789.0, 520692.0, 0.573092227153047, 0.2375904132911121, 1.3823567048592098, 4.645435990280505]"
congenital anomalies,Cleft palate,749.1,"[749.1, 247.0, 525227.0, 0.3608749481847643, 0.0994057298942514, 1.3100927719749833, 8.244581900359902]","[749.1, 247.0, 524582.0, 0.3602964870735257, 0.0992317135686025, 1.308186203070839, 8.281601501438066]"
congenital anomalies,Congenital anomalies of skull and face bones,749.2,"[749.2, 1245.0, 525125.0, 0.5616280919457662, 0.2653125857587017, 1.188884849773082, 7.598201431604332]","[749.2, 1245.0, 522999.0, 0.5607536628757614, 0.2648786329589341, 1.1871273530671442, 7.656316112094903]"
congenital anomalies,Digestive congenital anomalies,750.0,"[750.0, 16.0, 525284.0, 1.592383994443156, 0.0094756665118093, 267.59983401680194, 1.1644617396210997]","[750.0, 16.0, 525108.0, 1.5931200451611598, 0.0094758900655117, 267.8409585535055, 1.164633761751322]"
congenital anomalies,Esophageal atresia/tracheoesophageal fistula,750.11,"[750.11, 539.0, 525236.0, 0.2827385173065913, 0.0675766958215039, 1.1829680068981872, 11.954039558824102]","[750.11, 539.0, 524972.0, 0.282590078534797, 0.067540892269056, 1.1823526430208182, 11.972271558751894]"
congenital anomalies,Congenital anomalies of mouth/tongue,750.13,"[750.13, 135.0, 525263.0, 1.8744122151481144, 0.3146447016568658, 11.166312776904809, 2.040092117530089]","[750.13, 135.0, 523871.0, 1.8726554795376449, 0.3144163210773542, 11.153487621209068, 2.0376128869042156]"
congenital anomalies,Congenital anomalies of esophagus,750.14,"[750.14, 79.0, 525275.0, 0.3801925400456373, 0.0218426306412674, 6.6176263235098265, 1.9722945813026405]","[750.14, 79.0, 523905.0, 0.3805767116788743, 0.0218546769138842, 6.627351849813407, 1.9703054269492601]"
congenital anomalies,Lower gastrointestinal congenital anomalies,750.2,"[750.2, 18.0, 525285.0, 5.454534737136628, 0.0154079289233542, 1930.9505739953245, 1.7511500973804996]","[750.2, 18.0, 525107.0, 5.45789786023065, 0.0154126049981817, 1932.745895727851, 1.7515161424041759]"
congenital anomalies,Congenital anomalies of intestine,750.21,"[750.21, 2544.0, 525091.0, 0.4037287709977514, 0.1988347460939908, 0.819760749734882, 82.81377048967859]","[750.21, 2544.0, 518987.0, 0.4046499927432999, 0.1992812808180219, 0.8216608000260543, 81.32008367055236]"
congenital anomalies,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750.22,"[750.22, 1740.0, 525094.0, 2.8175778575695136, 1.5245845761730368, 5.207152891047601, 1055.9465722318296]","[750.22, 1740.0, 522085.0, 2.8442777715175587, 1.5389551410204927, 5.256758839756958, 1175.0427194144916]"
congenital anomalies,Congenital hypertrophic pyloric stenosis,750.5,"[750.5, 14.0, 525281.0, 0.9924830904801916, 0.0233111135182071, 42.25549689506501, 1.0031553861742712]","[750.5, 14.0, 525098.0, 0.9925533377210314, 0.0233125553439736, 42.25886496290198, 1.0031256880625208]"
congenital anomalies,Congenital anomalies of genital organs,751.1,"[751.1, 52.0, 525273.0, 0.0274548301938558, 0.0008972666665176, 0.8400709946117464, 25.36982722309727]","[751.1, 52.0, 524334.0, 0.0274321213407756, 0.0008960203044265, 0.8398484694346865, 25.37815971917204]"
congenital anomalies,Congenital anomalies of female genital organs,751.11,"[751.11, 757.0, 525161.0, 0.4104848973660171, 0.1698647140005116, 0.9919532255832842, 20.859945357665712]","[751.11, 757.0, 522928.0, 0.4091748910297088, 0.1693258388677535, 0.988768711076254, 21.21410414154106]"
congenital anomalies,Congenital anomalies of male genital organs,751.12,"[751.12, 254.0, 525247.0, 1.195453179009017, 0.2903651869106675, 4.921761862734728, 1.2426844467767548]","[751.12, 254.0, 522729.0, 1.1945290310196934, 0.2902068480047982, 4.916836441865271, 1.2414528931499602]"
congenital anomalies,Congenital anomalies of urinary system,751.2,"[751.2, 1039.0, 525173.0, 0.1936315640042517, 0.0715772051576058, 0.5238145649327385, 817.6257297468876]","[751.2, 1039.0, 523411.0, 0.1940766980547886, 0.0717359471949685, 0.5250612308147153, 804.0521915487275]"
congenital anomalies,Cystic kidney disease,751.21,"[751.21, 2826.0, 524976.0, 6.239389473077344, 3.9132584194185056, 9.948226471210967, 69097594428475.555]","[751.21, 2826.0, 518074.0, 6.376946993222672, 3.999858768223671, 10.166722204652023, 143551722722490.22]"
congenital anomalies,Other specified congenital anomalies of kidney,751.22,"[751.22, 1070.0, 525115.0, 0.4955759224241332, 0.2363731798714586, 1.0390159112809962, 15.85311637078628]","[751.22, 1070.0, 521149.0, 0.4976229015775991, 0.237363609939625, 1.043245644256484, 15.474770222316886]"
congenital anomalies,Obstructive genitourinary defect,751.3,"[751.3, 279.0, 525233.0, 0.0701627298678242, 0.0141352729978964, 0.3482641377522651, 867.5316204784453]","[751.3, 279.0, 522200.0, 0.0703068424876044, 0.0141665116759671, 0.3489251421690826, 860.8641468346008]"
congenital anomalies,Nervous system congenital anomalies,752.0,"[752.0, 24.0, 525281.0, 4.548488001169675, 0.1534308646337527, 134.84081671682935, 2.624372809850961]","[752.0, 24.0, 520813.0, 4.544010738659525, 0.1533729987787372, 134.62626249383607, 2.6228287776893806]"
congenital anomalies,Neural tube defects,752.1,"[752.1, 162.0, 525253.0, 0.6823316355132417, 0.1348440185271194, 3.4527038418729714, 1.552695072579123]","[752.1, 162.0, 523321.0, 0.6822432209598251, 0.1347543222323164, 3.4541067391010367, 1.5527018982786787]"
congenital anomalies,Spina bifida,752.11,"[752.11, 2497.0, 525101.0, 0.0490066392200867, 0.0201573708917468, 0.1191450363514954, 34935787773.03448]","[752.11, 2497.0, 523834.0, 0.0490350499173059, 0.0201676435146954, 0.1192224623883625, 34510208014.04797]"
congenital anomalies,Other specified congenital anomalies of nervous system,752.2,"[752.2, 2190.0, 524996.0, 1.1257206305202625, 0.6618224678031998, 1.9147837972097483, 1.5102556494865451]","[752.2, 2190.0, 516526.0, 1.124880714063385, 0.6612324900255642, 1.9136334647180304, 1.5055153028576294]"
congenital anomalies,Congenital anomalies of the eye,753.0,"[753.0, 169.0, 525261.0, 0.4023454685538572, 0.0574772569017822, 2.8164509719461464, 2.784466544590382]","[753.0, 169.0, 521199.0, 0.4019699286137649, 0.0574198382989974, 2.814006940743625, 2.7881653016227093]"
congenital anomalies,Congenital cataract and lens anomalies,753.1,"[753.1, 60.0, 525282.0, 0.0251477087498103, 8.611852321642258e-05, 7.343452160413814, 4.913498525970108]","[753.1, 60.0, 524780.0, 0.0251422253006842, 8.609582697094472e-05, 7.342185043227414, 4.914057262669092]"
congenital anomalies,Congenital anomalies of posterior segment of eye,753.2,"[753.2, 173.0, 525272.0, 0.7475028795847648, 0.0659774664916732, 8.4689604602813, 1.2281564927792805]","[753.2, 173.0, 524741.0, 0.7474268522978026, 0.0659693272275721, 8.468282503604385, 1.2282501914802064]"
congenital anomalies,Congenital musculoskeletal deformities of spine,754.0,"[754.0, 1208.0, 525099.0, 0.3495998902265596, 0.1683683967505632, 0.725908695486902, 207.75612911787516]","[754.0, 1208.0, 522355.0, 0.3490731434778401, 0.1680617257248694, 0.7250434860878576, 209.5950584754828]"
congenital anomalies,Congenital anomalies of limbs,755.0,"[755.0, 39.0, 525280.0, 0.0014601322576669, 3.8284609061316e-06, 0.5568781455923782, 31.92994883138031]","[755.0, 39.0, 525031.0, 0.0014575547256002, 3.8183390683303685e-06, 0.5563847893289482, 31.951080101977183]"
congenital anomalies,Congenital deformities of feet,755.1,"[755.1, 211.0, 525262.0, 0.0613310622345448, 0.0056122228906915, 0.6702333938048799, 45.161914569351985]","[755.1, 211.0, 522634.0, 0.0609953710473703, 0.00557415241962, 0.6674441258748326, 45.54814514891099]"
congenital anomalies,Congenital anomaly of fingers/toes,755.3,"[755.3, 441.0, 525225.0, 0.6191114254473823, 0.1851644270469135, 2.0700464081169136, 2.2922962443671158]","[755.3, 441.0, 524303.0, 0.6180391015678391, 0.1848279474526196, 2.0666373042134216, 2.3008640156041267]"
congenital anomalies,"Congenital anomalies of upper limb, including shoulder girdle",755.4,"[755.4, 662.0, 525237.0, 0.7446995571130673, 0.199220532211595, 2.7837363157697714, 1.5122450511182846]","[755.4, 662.0, 523581.0, 0.7443018735549625, 0.1990528743763286, 2.783106150630435, 1.5133921239466972]"
congenital anomalies,"Other congenital anomalies of lower limb, including pelvic girdle",755.6,"[755.6, 2194.0, 525148.0, 0.0062165962562889, 0.001834841178108, 0.0210623510496723, 2990978405229490.0]","[755.6, 2194.0, 523377.0, 0.0061909775041249, 0.0018266838620459, 0.0209823950673396, 3103273057418060.5]"
congenital anomalies,Congenital hip dysplasia and deformity,755.61,"[755.61, 87.0, 525270.0, 0.0154652070233159, 0.0005948023311195, 0.4021043895773765, 82.36430798583777]","[755.61, 87.0, 522746.0, 0.0153083409955965, 0.0005870869477223, 0.3991662648039411, 83.2853479431663]"
congenital anomalies,Other congenital musculoskeletal anomalies,756.0,"[756.0, 930.0, 525197.0, 0.4188875403691834, 0.1481844555938665, 1.1841105112769126, 9.925447004835554]","[756.0, 930.0, 524070.0, 0.4186304459924234, 0.1480523969404096, 1.1837123473411455, 9.940164178328496]"
congenital anomalies,Congenital anomalies of abdominal wall; diaphram,756.1,"[756.1, 773.0, 525170.0, 1.5748091686749486, 0.6961961860616032, 3.562248641108236, 3.629553203030361]","[756.1, 773.0, 508729.0, 1.6106911384194365, 0.7116359738030816, 3.645580098373136, 3.9565823577043013]"
congenital anomalies,Pectus excavatum,756.21,"[756.21, 528.0, 525170.0, 0.1138945909829902, 0.0406172059266613, 0.3193714968628057, 27521.94596047846]","[756.21, 528.0, 524389.0, 0.1139448331092697, 0.0406389076746099, 0.3194826272461803, 27466.294814655175]"
congenital anomalies,"Congenital anomalies of muscle, tendon, fascia, and connective tissue",756.3,"[756.3, 171.0, 525266.0, 0.0597597288516278, 0.0043840173224192, 0.8146010678738306, 28.959114563939004]","[756.3, 171.0, 523715.0, 0.0596649071668639, 0.0043740638116949, 0.8138658466098199, 29.004797307589655]"
congenital anomalies,Congenital osteodystrophies,756.5,"[756.5, 1306.0, 525139.0, 0.3888455995082905, 0.1716217717926217, 0.8810123487110056, 42.369046058383276]","[756.5, 1306.0, 471737.0, 0.406169654162336, 0.1791229838635827, 0.9210084848072488, 32.248667260511255]"
congenital anomalies,Congenital anomalies of the integument,757.0,"[757.0, 49.0, 525283.0, 1.4163114761981084, 0.0163294408090835, 122.84181810406082, 1.1382897368091176]","[757.0, 49.0, 521106.0, 1.4175778795992142, 0.0163533505314655, 122.88167130414422, 1.138710937481571]"
congenital anomalies,Chromosomal anomalies,758.1,"[758.1, 7059.0, 524705.0, 2.0758323699604397, 1.4487357936324727, 2.974372585474158, 14509.45813750519]","[758.1, 7059.0, 521266.0, 2.0783399677631222, 1.4505889072559277, 2.977754069395711, 14966.484343844179]"
congenital anomalies,Other and unspecified congenital anomalies,759.0,"[759.0, 9553.0, 524570.0, 0.705399072026337, 0.4962031369066359, 1.0027906190146516, 19.28911119006216]","[759.0, 9553.0, 515596.0, 0.7095851250077961, 0.4991730887491981, 1.0086902939699762, 17.88633802230053]"
congenital anomalies,"Anomalies of endocrine glands, congenital",759.1,"[759.1, 85.0, 525265.0, 0.7787022645325693, 0.1066008704086803, 5.6882951749217145, 1.241819394037423]","[759.1, 85.0, 524698.0, 0.7786037418940557, 0.106604964618907, 5.686637475642551, 1.241992692221191]"
dermatologic,Cellulitis and abscess of face/neck,681.2,"[681.2, 268.0, 525266.0, 0.2474214825411993, 0.0258960908527719, 2.363962590760379, 4.4407609747554115]","[681.2, 268.0, 504377.0, 0.2547435370005719, 0.0266613770066711, 2.4340179289060764, 4.254799957577742]"
dermatologic,Other local infections of skin and subcutaneous tissue,686.0,"[686.0, 6234.0, 524707.0, 6.105890909148374, 4.335943600061104, 8.59833688655345, 2.627927066803637e+24]","[686.0, 6234.0, 506636.0, 6.327039207070639, 4.492224515396065, 8.911269904389368, 2.134004783919156e+25]"
dermatologic,Pyogenic granuloma,686.4,"[686.4, 39.0, 525278.0, 0.0004841863962133, 1.918419482676425e-06, 0.1222029219339409, 146.34097561111264]","[686.4, 39.0, 522626.0, 0.000481043765538, 1.901493382744103e-06, 0.1216954560362833, 146.8518886619293]"
dermatologic,Pyoderma,686.5,"[686.5, 336.0, 525248.0, 5.11786022266734, 1.3545567612460834, 19.336578582846247, 62.2460615938466]","[686.5, 336.0, 524424.0, 5.124558839046959, 1.3563000501824631, 19.362310936522796, 62.56901119639359]"
